"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5219526	Chiropotes albinasus (I.Geoffroy Saint-Hilaire & Deville"," 1848)	5219526	Chiropotes albinasus (I.Geoffroy Saint-Hilaire & Deville"," 1848)	113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Chiropotes	2436405	Chiropotes albinasus	5219526	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436522	Galago moholi A.Smith"," 1836	2436522	Galago moholi A.Smith"," 1836	600	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago moholi	2436522	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707402	Hylobates albibarbis Lyon"," 1911	5707402	Hylobates albibarbis Lyon"," 1911	89	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hylobatidae	5484	Hylobates	2436497	Hylobates albibarbis	5707402	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262064	Galago senegalensis senegalensis É.Geoffroy Saint-Hilaire"," 1796	7262064	Galago senegalensis senegalensis É.Geoffroy Saint-Hilaire"," 1796	276	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago senegalensis	9198359	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8227596	Sapajus robustus (Kuhl"," 1820)	8227596	Sapajus robustus (Kuhl"," 1820)	127	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Sapajus	4827386	Sapajus robustus	8227596	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9086491	Erythrocebus patas patas (Schreber"," 1774)	9086491	Erythrocebus patas patas (Schreber"," 1774)	485	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Erythrocebus	2436547	Erythrocebus patas	2436548	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786096	Alouatta seniculus puruensis Lönnberg"," 1941	5786096	Alouatta seniculus puruensis Lönnberg"," 1941	65	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta seniculus	2436648	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5219572	Cercopithecus lhoesti Sclater"," 1899	7416027	Allochrocebus lhoesti (Sclater"," 1899)	231	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Allochrocebus	8307483	Allochrocebus lhoesti	7416027	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786074	Ateles geoffroyi frontatus (Gray"," 1842)	5786074	Ateles geoffroyi frontatus (Gray"," 1842)	22	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Ateles	2436640	Ateles geoffroyi	2436643	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9926097	BOLD:ADR4552	9926097	BOLD:ADR4552	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Cheirogaleus	2436450	Cheirogaleus sibreei	4266969	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707433	Propithecus coquereli (Grandidier"," 1867)	5707433	Propithecus coquereli (Grandidier"," 1867)	261	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Indriidae	4827490	Propithecus	2436427	Propithecus coquereli	5707433	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10571865	BOLD:ADR6762	10571865	BOLD:ADR6762	4	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786218	Macaca tonkeana hecki (Matschie"," 1901)	4267156	Macaca hecki (Matschie"," 1901)	24	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca hecki	4267156	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262053	Cercopithecus nictitans nictitans (Linnaeus"," 1766)	7262053	Cercopithecus nictitans nictitans (Linnaeus"," 1766)	117	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus nictitans	5219573	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4266955	Cacajao calvus ucayalii (Thomas"," 1928)	4266955	Cacajao calvus ucayalii (Thomas"," 1928)	20	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Cacajao	2436408	Cacajao calvus	2436410	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267267	Nomascus gabriellae (Thomas"," 1909)	4267267	Nomascus gabriellae (Thomas"," 1909)	492	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hylobatidae	5484	Nomascus	4267265	Nomascus gabriellae	4267267	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10610125	BOLD:AAF5272	10610125	BOLD:AAF5272	38	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago moholi	2436522	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9953242	BOLD:ACE5355	9953242	BOLD:ACE5355	5	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio ursinus	7262029	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436602	Macaca Lacépède"," 1799	2436602	Macaca Lacépède"," 1799	118	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436640	Ateles É.Geoffroy Saint-Hilaire"," 1806	2436640	Ateles É.Geoffroy Saint-Hilaire"," 1806	24	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Ateles	2436640			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12171203	Presbytis johnii (Fischer"," 1829)	12171203	Presbytis johnii (Fischer"," 1829)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis johnii	12171203	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5219570	Cercopithecus cephus (Linnaeus"," 1758)	5219570	Cercopithecus cephus (Linnaeus"," 1758)	190	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus cephus	5219570	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10513944	BOLD:ADR2919	10513944	BOLD:ADR2919	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Mirza	4266973			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267318	Gorilla gorilla gorilla (Savage & Wyman"," 1847)	4267318	Gorilla gorilla gorilla (Savage & Wyman"," 1847)	477	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla gorilla	2436441	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786014	Microcebus mamiratra Andriantompohavana", Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore et al.," 2006	5786014	Microcebus mamiratra Andriantompohavana", Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore et al.," 2006	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus mamiratra	5786014	EN",,,,,,,,,,,,,,,,,,,,,,
"10902675	Salmacis Gloger"," 1841	2436602	Macaca Lacépède"," 1799	25	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9621	Cebidae	9621	Cebidae	30	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267138	Macaca fascicularis umbrosa Miller"," 1902	4267138	Macaca fascicularis umbrosa Miller"," 1902	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fascicularis	2436603	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436616	Macaca nigra (Desmarest"," 1822)	2436616	Macaca nigra (Desmarest"," 1822)	368	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca nigra	2436616	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9961642	BOLD:ADR6767	9961642	BOLD:ADR6767	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus mamiratra	5786014	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262070	Gorilla beringei Matschie"," 1903	7262070	Gorilla beringei Matschie"," 1903	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla beringei	7262070	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267239	Lagothrix poeppigii Schinz"," 1844	5786087	Lagothrix lagothricha poeppigii Schinz"," 1844	347	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Lagothrix	2436656	Lagothrix lagothricha	5786085	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11094237	Alouatta clamitans Cabrera"," 1940	4267229	Alouatta guariba clamitans Cabrera"," 1940	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta guariba	7262055	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436409	Cacajao melanocephalus (Humboldt"," 1812)	2436409	Cacajao melanocephalus (Humboldt"," 1812)	59	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Cacajao	2436408	Cacajao melanocephalus	2436409	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10241752	BOLD:AAW4366	10241752	BOLD:AAW4366	4	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8242404	Saguinus weddelli (Deville"," 1849)	9530430	Leontocebus weddelli (Deville"," 1849)	122	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus weddelli	9530430	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10776031	BOLD:ADW1626	10776031	BOLD:ADW1626	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus rufus	2436448	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974831	Omomys carteri Leidy"," 1869	4974831	Omomys carteri Leidy"," 1869	111	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Omomyidae	4827112	Omomys	4827158	Omomys carteri	4974831	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11944410	Xanthonycticebus Nekaris & Nijman"," 2022	11944410	Xanthonycticebus Nekaris & Nijman"," 2022	46	GENUS	PROVISIONALLY_ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Xanthonycticebus	11944410			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827231	Paracolobus Leakey"," 1969	4827231	Paracolobus Leakey"," 1969	56	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Paracolobus	4827231			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436538	Trachypithecus pileatus (Blyth"," 1843)	2436538	Trachypithecus pileatus (Blyth"," 1843)	374	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus pileatus	2436538	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267224	Semnopithecus hypoleucos Blyth"," 1841	4267224	Semnopithecus hypoleucos Blyth"," 1841	448	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Semnopithecus	2436563	Semnopithecus hypoleucos	4267224	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436451	Cheirogaleus medius É.Geoffroy Saint-Hilaire"," 1812	2436451	Cheirogaleus medius É.Geoffroy Saint-Hilaire"," 1812	75	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Cheirogaleus	2436450	Cheirogaleus medius	2436451	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262011	Presbytis comata comata (Desmarest"," 1822)	7262011	Presbytis comata comata (Desmarest"," 1822)	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis comata	5219565	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11725637	Macaca mulatta mulatta	11725637	Macaca mulatta mulatta	62	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca mulatta	2436604	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5428934	Pachylemur Filhol"," 1874	5428934	Pachylemur Filhol"," 1874	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Pachylemur	5428934			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3239540	Platychoerops Charlesworth"," 1855	3239540	Platychoerops Charlesworth"," 1855	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plesiadapidae	3239538	Platychoerops	3239540			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5936350	Platychoerops richardsonii Charlesworth"," 1855	5936350	Platychoerops richardsonii Charlesworth"," 1855	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plesiadapidae	3239538	Platychoerops	3239540	Platychoerops richardsonii	5936350	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8887514	Galago crassicaudatus umbrosus Thomas"," 1917	4267301	Otolemur crassicaudatus kirkii (Gray"," 1865)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Otolemur	2436509	Otolemur crassicaudatus	8978926	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262037	Mandrillus leucophaeus leucophaeus (F.Cuvier"," 1807)	7262037	Mandrillus leucophaeus leucophaeus (F.Cuvier"," 1807)	69	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Mandrillus	5219555	Mandrillus leucophaeus	5219557	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5485	Lemuridae	5485	Lemuridae	17	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9494739	Plecturocebus aureipalatii (Wallace", Gómez, A.M.Felton & A.Felton," 2006)	9494739	Plecturocebus aureipalatii (Wallace", Gómez, A.M.Felton & A.Felton," 2006)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus aureipalatii	9494739	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786427	Lepilemur hubbardorum Louis Jr.", Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo et al.," 2006	5786428	Lepilemur hubbardi Louis Jr.", Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo et al.," 2006	92	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lepilemuridae	4266927	Lepilemur	2436489	Lepilemur hubbardi	5786428	",,,,,,,,,,,,,,,,,,
"8984962	Cercopithecus omensis Thomas"," 1901	5707363	Cercopithecus mitis boutourlinii Giglioli"," 1887	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436532	Pygathrix avunculus (Dollman"," 1912)	4267009	Rhinopithecus avunculus Dollman"," 1912	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Rhinopithecus	4267002	Rhinopithecus avunculus	4267009	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436546	Cercocebus agilis A.Milne-Edwards"," 1886	2436546	Cercocebus agilis A.Milne-Edwards"," 1886	88	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercocebus	2436543	Cercocebus agilis	2436546	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707392	Cercopithecus pogonias grayi Fraser"," 1850	5707392	Cercopithecus pogonias grayi Fraser"," 1850	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus pogonias	5219574	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974806	Teilhardina tenuicula (Jepsen"," 1930)	9167689	Tetonius tenuiculus (Jepsen"," 1930)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Omomyidae	4827112	Teilhardina	4827135	Tetonius tenuiculus	9167689	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262041	Macaca sinica sinica (Linnaeus"," 1771)	7262041	Macaca sinica sinica (Linnaeus"," 1771)	75	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca sinica	2436613	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707383	Cercopithecus erythrotis camerunensis Hayman"," 1940	5707383	Cercopithecus erythrotis camerunensis Hayman"," 1940	19	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus erythrotis	5219577	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827558	Africanthropus Weinert"," 1938	2436435	Homo Linnaeus"," 1758	1	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Homo	2436435			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9147569	Colobus kirkii Gray"," 1868	4266987	Piliocolobus kirkii (Gray"," 1868)	17	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Piliocolobus	4266981	Piliocolobus kirkii	4266987	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8681119	Zanycteris honeyi Burger"," 2013	8681119	Zanycteris honeyi Burger"," 2013	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Picrodontidae	4827202	Zanycteris	4575632	Zanycteris honeyi	8681119	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4266902	Saimiri oerstedii citrinellus Thomas"," 1904	4266902	Saimiri oerstedii citrinellus Thomas"," 1904	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Saimiri	2436659	Saimiri oerstedii	2436664	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8988151	Semnopithecus vetulus nestor Bennett"," 1833	8988151	Semnopithecus vetulus nestor Bennett"," 1833	56	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Semnopithecus	2436563	Semnopithecus vetulus	7460229	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7583919	Allochrocebus solatus (Harrison"," 1988)	7583919	Allochrocebus solatus (Harrison"," 1988)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Allochrocebus	8307483	Allochrocebus solatus	7583919	NT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10731041	Cheirogaleus grovesi McLain", Lei, Frasier, Taylor, Bailey, Roberts, Nash, Randriamanana, Mittermeier & Louis Jr.," 2017	10731041	Cheirogaleus grovesi McLain", Lei, Frasier, Taylor, Bailey, Roberts, Nash, Randriamanana, Mittermeier & Louis Jr.," 2017	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Cheirogaleus	2436450	Cheirogaleus grovesi	10731041	DD",,,,,,,,,,,,,,,,
"4266944	Varecia variegata editorum (O.Hill"," 1953)	4266944	Varecia variegata editorum (O.Hill"," 1953)	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Varecia	2436423	Varecia variegata	2436424	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786454	Mico leucippe Thomas"," 1922	5786454	Mico leucippe Thomas"," 1922	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Mico	7826251	Mico leucippe	5786454	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786213	Macaca munzala Sinha", Datta, Madhusudan & Mishra," 2005	5786213	Macaca munzala Sinha", Datta, Madhusudan & Mishra," 2005	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca munzala	5786213	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8819624	Saguinus weddelli melanoleucus (Miranda Ribeiro"," 1912)	9311722	Leontocebus weddelli melanoleucus (Miranda Ribeiro"," 1912)	20	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus weddelli	9530430	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8677259	Pithecia rylandsi Marsh"," 2014	8677259	Pithecia rylandsi Marsh"," 2014	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Pithecia	2436370	Pithecia rylandsi	8677259	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8828710	Allochrocebus preussi preussi (Matschie"," 1898)	8828710	Allochrocebus preussi preussi (Matschie"," 1898)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Allochrocebus	8307483	Allochrocebus preussi	8238140	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436388	Callicebus moloch (Hoffmannsegg"," 1807)	9523044	Plecturocebus moloch (Hoffmannsegg"," 1807)	193	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus moloch	9523044	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436628	Nycticebus pygmaeus Bonhote"," 1907	2436628	Nycticebus pygmaeus Bonhote"," 1907	40	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Nycticebus	2436627	Nycticebus pygmaeus	2436628	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6006362	Hamadryas Lesson"," 1840	5219585	Papio Erxleben"," 1777	1	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786311	Papio hamadryas anubis (Lesson"," 1827)	5707341	Papio anubis (Lesson"," 1827)	323	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio anubis	5707341	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262026	Lophocebus albigena albigena (Gray"," 1850)	7262026	Lophocebus albigena albigena (Gray"," 1850)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Lophocebus	2436587	Lophocebus albigena	2436589	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7262028	Papio cynocephalus cynocephalus (Linnaeus"," 1766)	7262028	Papio cynocephalus cynocephalus (Linnaeus"," 1766)	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio cynocephalus	7262027	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10117290	BOLD:AAG6594	10117290	BOLD:AAG6594	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Saguinus	2436465			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267155	Macaca thibetana huangshanensis Jiang & Wang"," 1996	2436609	Macaca thibetana (A.Milne-Edwards"," 1870)	798	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca thibetana	2436609	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707414	Aotus lemurinus brumbacki Hershkovitz"," 1983	5219593	Aotus brumbacki Hershkovitz"," 1983	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Aotidae	3239574	Aotus	2436667	Aotus brumbacki	5219593	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
